Date,Close,High,Low,Open,Volume
,JBLU,JBLU,JBLU,JBLU,JBLU
2025-01-02,7.480000019073486,7.940000057220459,7.420000076293945,7.900000095367432,18873000
2025-01-03,7.510000228881836,7.579999923706055,7.21999979019165,7.519999980926514,18273900
2025-01-06,7.690000057220459,7.900000095367432,7.539999961853027,7.570000171661377,16291500
2025-01-07,7.400000095367432,7.71999979019165,7.329999923706055,7.690000057220459,16808400
2025-01-08,7.699999809265137,7.71999979019165,7.179999828338623,7.28000020980835,12863500
2025-01-10,7.699999809265137,7.989999771118164,7.659999847412109,7.820000171661377,16490200
2025-01-13,7.53000020980835,7.619999885559082,7.260000228881836,7.480000019073486,16591700
2025-01-14,7.690000057220459,7.849999904632568,7.590000152587891,7.650000095367432,14129200
2025-01-15,7.730000019073486,7.940000057220459,7.559999942779541,7.900000095367432,16050600
2025-01-16,7.610000133514404,7.809999942779541,7.400000095367432,7.809999942779541,17273600
2025-01-17,7.639999866485596,7.679999828338623,7.429999828338623,7.510000228881836,14513900
2025-01-21,7.960000038146973,8.3100004196167,7.699999809265137,7.699999809265137,26659600
2025-01-22,7.869999885559082,8.0600004196167,7.659999847412109,7.989999771118164,18584600
2025-01-23,7.909999847412109,8.109999656677246,7.699999809265137,7.840000152587891,17265000
2025-01-24,8.069999694824219,8.170000076293945,7.840000152587891,7.900000095367432,14042400
2025-01-27,8.09000015258789,8.210000038146973,7.960000038146973,8.039999961853027,14990100
2025-01-28,6.010000228881836,6.980000019073486,5.75,6.980000019073486,124928600
2025-01-29,6.099999904632568,6.260000228881836,5.739999771118164,6.0,59101500
2025-01-30,6.320000171661377,6.409999847412109,5.96999979019165,6.070000171661377,33500000
2025-01-31,6.579999923706055,7.179999828338623,6.380000114440918,6.429999828338623,46944600
2025-02-03,6.039999961853027,6.380000114440918,6.019999980926514,6.300000190734863,29135400
2025-02-04,6.179999828338623,6.190000057220459,6.019999980926514,6.070000171661377,16546300
2025-02-05,6.119999885559082,6.349999904632568,6.110000133514404,6.21999979019165,14716000
2025-02-06,6.5,6.559999942779541,6.300000190734863,6.300000190734863,18094700
2025-02-07,6.670000076293945,6.71999979019165,6.480000019073486,6.550000190734863,19697400
2025-02-10,6.480000019073486,6.650000095367432,6.340000152587891,6.610000133514404,18004800
2025-02-11,6.349999904632568,6.460000038146973,6.28000020980835,6.400000095367432,11533400
2025-02-12,6.610000133514404,6.659999847412109,6.21999979019165,6.329999923706055,16822300
2025-02-13,6.679999828338623,6.860000133514404,6.380000114440918,6.650000095367432,26131900
2025-02-14,6.78000020980835,6.840000152587891,6.630000114440918,6.730000019073486,11562800
2025-02-18,7.739999771118164,7.829999923706055,6.860000133514404,6.900000095367432,33817300
2025-02-19,7.329999923706055,7.71999979019165,7.230000019073486,7.579999923706055,20434200
2025-02-20,7.239999771118164,7.360000133514404,7.019999980926514,7.340000152587891,15035600
2025-02-21,7.010000228881836,7.510000228881836,6.96999979019165,7.349999904632568,20947500
2025-02-24,6.820000171661377,7.150000095367432,6.800000190734863,7.03000020980835,18731900
2025-02-25,6.460000038146973,6.820000171661377,6.380000114440918,6.800000190734863,20008800
2025-02-26,6.690000057220459,6.71999979019165,6.480000019073486,6.539999961853027,16838800
2025-02-27,6.5,6.78000020980835,6.400000095367432,6.730000019073486,16886800
2025-02-28,6.519999980926514,6.670000076293945,6.329999923706055,6.409999847412109,32352400
2025-03-03,6.460000038146973,6.920000076293945,6.409999847412109,6.559999942779541,23051100
2025-03-04,6.090000152587891,6.239999771118164,5.829999923706055,6.199999809265137,36391400
2025-03-05,6.480000019073486,6.53000020980835,6.099999904632568,6.179999828338623,28470000
2025-03-06,6.099999904632568,6.5,6.059999942779541,6.349999904632568,20747900
2025-03-07,6.110000133514404,6.139999866485596,5.739999771118164,6.010000228881836,23203900
2025-03-10,5.519999980926514,5.920000076293945,5.460000038146973,5.920000076293945,33347900
2025-03-11,5.75,6.019999980926514,5.639999866485596,5.71999979019165,27128500
2025-03-12,5.539999961853027,5.940000057220459,5.409999847412109,5.800000190734863,31209300
