Date,Close,High,Low,Open,Volume
,TGT,TGT,TGT,TGT,TGT
2025-01-02,136.02992248535156,137.7056342501555,134.31455561801997,134.602096718187,4358300
2025-01-03,134.64175415039062,136.8628181743839,134.0071665906441,136.52569684290376,4025200
2025-01-06,138.11215209960938,138.66742942849274,135.8613581945751,135.8613581945751,4937900
2025-01-07,138.072509765625,140.9975617041868,137.18012616733887,138.74675246126134,4166100
2025-01-08,137.05120849609375,138.112152674601,135.1077756613115,137.8246115809152,4663400
2025-01-10,140.42245483398438,141.79079037987296,137.27926220547036,137.5668184348507,5882800
2025-01-13,137.59657287597656,139.4111003138766,136.70417414779405,139.34168496767683,4061900
2025-01-14,135.31600952148438,139.5598165881719,134.51286131037097,139.03429948386906,4635500
2025-01-15,133.3924102783203,139.18302348427002,133.34283005342053,138.71699660378073,5132600
2025-01-16,132.1232452392578,132.63885238384182,126.83831361411612,127.43324609861777,9900600
2025-01-17,132.48019409179688,132.64875475577594,129.78319320861033,131.76628120332037,6892500
2025-01-21,136.17864990234375,136.5455314721261,132.98587699851723,133.36266856162743,4848900
2025-01-22,134.62193298339844,136.10924898192977,134.2649765385605,136.0299236464368,4012400
2025-01-23,136.08941650390625,136.34721250193556,133.8980975664935,134.34430447851184,6788900
2025-01-24,136.7239990234375,137.72545299818225,135.50440416235065,136.13899170541117,5868200
2025-01-27,141.29502868652344,141.30493868041881,136.3174732641807,136.78350018321194,5331600
2025-01-28,139.86720275878906,143.85321411848682,139.4210109574991,141.7908006569955,4141500
2025-01-29,138.9053955078125,141.03722418841542,138.7665799528241,140.00600995442088,3279200
2025-01-30,139.25244140625,140.89840807296585,138.25097228589652,139.6688880695587,2792000
2025-01-31,136.74383544921875,139.20286031091223,136.27780856300222,138.92522920377397,4057200
2025-02-03,133.02554321289062,134.30462828254366,130.9631299309357,133.44198986649303,6330500
2025-02-04,134.453369140625,135.72254421898725,132.1529798549932,133.85843670337255,4376200
2025-02-05,134.06666564941406,135.1474449359673,132.6685850329956,134.04683053385745,4908700
2025-02-06,133.5411376953125,135.89110724661407,132.9958006030512,134.90947324697464,4289200
2025-02-07,130.23931884765625,133.85844862905566,129.18826943090232,133.541147266316,5756700
2025-02-10,130.16989135742188,131.20110556036275,129.18825737900397,130.66566334313106,4003500
2025-02-11,131.3300018310547,131.34983694769838,129.10895291931354,129.81294069767398,4782600
2025-02-12,127.5,129.83999633789062,126.81999969482422,129.2100067138672,6429000
2025-02-13,128.5800018310547,129.44000244140625,126.98999786376953,127.61000061035156,5325900
2025-02-14,127.87999725341797,129.44000244140625,127.36000061035156,128.92999267578125,4549000
2025-02-18,130.11000061035156,130.64999389648438,127.75,128.0,4901600
2025-02-19,130.75,131.6999969482422,129.47000122070312,130.0,3893500
2025-02-20,128.1300048828125,130.14999389648438,127.80000305175781,128.77999877929688,6195900
2025-02-21,124.2699966430664,127.0,123.93000030517578,125.91000366210938,9052900
2025-02-24,125.7699966430664,126.70999908447266,123.69000244140625,124.30999755859375,8772900
2025-02-25,127.38999938964844,127.70999908447266,125.9000015258789,126.27999877929688,6404300
2025-02-26,124.04000091552734,127.88999938964844,123.6500015258789,127.72000122070312,7714200
2025-02-27,122.5,125.05000305175781,122.37000274658203,123.73999786376953,6164500
2025-02-28,124.23999786376953,124.52999877929688,122.36000061035156,122.80000305175781,8893600
2025-03-03,120.76000213623047,127.05999755859375,119.91999816894531,125.2699966430664,12120900
2025-03-04,117.13999938964844,118.22000122070312,112.52999877929688,117.5,15623300
2025-03-05,116.55999755859375,116.77999877929688,114.0999984741211,116.37000274658203,7311000
2025-03-06,114.05000305175781,115.9000015258789,113.26000213623047,114.9800033569336,8020200
2025-03-07,115.08000183105469,115.31999969482422,112.0999984741211,113.5199966430664,8050900
2025-03-10,113.8499984741211,115.62999725341797,111.83999633789062,114.69000244140625,8146200
2025-03-11,112.76000213623047,115.01000213623047,112.20999908447266,113.91999816894531,8271800
2025-03-12,107.27999877929688,113.4800033569336,107.0199966430664,112.98999786376953,10419400
