Date,Close,High,Low,Open,Volume
,UPS,UPS,UPS,UPS,UPS
2025-01-02,122.12205505371094,125.42478121028844,121.79670992667211,125.24732091569773,3050500
2025-01-03,122.04318237304688,122.57556325783487,121.02771805495932,122.21078167333151,3490400
2025-01-06,122.4572525024414,123.23610559239353,122.06289546019875,122.9403359302778,5049200
2025-01-07,123.21639251708984,125.28675761008485,122.2600791234114,123.41356727957125,3725300
2025-01-08,124.97126770019531,124.99098216683812,123.4529980297193,124.13326371578403,4536300
2025-01-10,121.54037475585938,123.66003726209291,121.16573970521097,123.24596575531285,5231800
2025-01-13,123.24596405029297,123.4037023509025,119.84464309290752,121.59952399694686,6939200
2025-01-14,124.06424713134766,124.15298103761768,122.80231062861513,123.60088569810593,4247600
2025-01-15,125.67124938964844,126.15433280651888,124.79380893948723,125.70082485084166,4315900
2025-01-16,128.1063995361328,128.81624071138975,126.95291138720778,127.68245950816019,5471300
2025-01-17,127.89935302734375,128.73736454579986,127.60358337121396,128.3134245285376,4261100
2025-01-21,130.9950408935547,131.68517509281594,128.3134221366467,128.57961632654832,5282700
2025-01-22,130.6795654296875,131.5471373572801,129.39790696156476,130.78801380107026,4420700
2025-01-23,131.724609375,131.7837602988314,130.1471812033031,131.06406565309953,3282600
2025-01-24,131.1527862548828,132.01050469955172,130.6598418534006,131.5175602980695,3212300
2025-01-27,134.3372039794922,134.9287432835164,131.852775006917,132.01050578365,4944400
2025-01-28,133.50906372070312,135.05691640660842,133.4400593251209,133.8442623128905,3094500
2025-01-29,131.8922119140625,134.65270376061807,131.7443346008509,134.11046187305834,4262100
2025-01-30,113.27862548828125,116.31516482065612,108.07313378805841,115.73348651291788,41170400
2025-01-31,112.61808776855469,114.94477855776984,111.76036175267332,113.38707987574865,15866100
2025-02-03,109.71956634521484,110.97164182181486,107.85623709982875,110.74489160814568,12635200
2025-02-04,110.19279479980469,110.56743738128748,108.65481058198928,109.76886228826132,9347800
2025-02-05,110.32096099853516,111.08009208406142,109.44352054620934,110.14350070920325,7122900
2025-02-06,111.86880493164062,112.2631619616002,110.6857338417619,110.76460675210076,6318200
2025-02-07,111.51388549804688,112.35188949420262,111.0308020803134,112.26316311046445,4830700
2025-02-10,112.549072265625,113.15045753097992,111.16882640145613,111.91809649542465,6101500
2025-02-11,112.91384887695312,113.09130917096387,111.81951165084274,112.39132898951456,4589100
2025-02-12,112.64765930175781,113.21946910399912,111.69134593759583,111.75049686016756,5172900
2025-02-13,114.00818634033203,114.49126977213636,112.7363888175641,112.92371010655833,5854000
2025-02-14,114.58000183105469,115.1123827056031,114.02790648933112,114.42225600671372,5942300
2025-02-18,115.41999816894531,115.77999877929688,113.91999816894531,114.55000305175781,5407800
2025-02-19,115.0,115.44000244140625,114.25,114.95999908447266,4252000
2025-02-20,116.5999984741211,116.62999725341797,114.8499984741211,114.97000122070312,5801200
2025-02-21,116.33000183105469,116.8499984741211,115.26000213623047,116.44999694824219,6459900
2025-02-24,116.16000366210938,118.08000183105469,115.86000061035156,116.58000183105469,6269900
2025-02-25,118.11000061035156,118.33999633789062,116.45999908447266,116.45999908447266,4985600
2025-02-26,116.88999938964844,118.56999969482422,116.72000122070312,118.0999984741211,3445300
2025-02-27,117.62999725341797,118.7300033569336,116.98999786376953,117.0,4821600
2025-02-28,119.02999877929688,119.62999725341797,117.80000305175781,117.80000305175781,8754900
2025-03-03,119.26000213623047,120.9800033569336,118.7699966430664,119.81999969482422,5165100
2025-03-04,116.79000091552734,118.66000366210938,116.5999984741211,118.48999786376953,5387000
2025-03-05,119.0199966430664,119.58999633789062,117.31999969482422,117.4800033569336,6812000
2025-03-06,120.5,120.58000183105469,118.16999816894531,118.94000244140625,5742100
2025-03-07,121.62000274658203,121.66000366210938,119.31999969482422,119.5999984741211,5635800
2025-03-10,120.62000274658203,123.69999694824219,120.05000305175781,121.04000091552734,6279900
2025-03-11,116.36000061035156,120.58000183105469,115.94000244140625,120.2699966430664,6498300
2025-03-12,115.26000213623047,116.06999969482422,114.94999694824219,115.9000015258789,4969100
