Date,Close,High,Low,Open,Volume
,HSBC,HSBC,HSBC,HSBC,HSBC
2025-01-02,47.20856475830078,47.53828782980148,47.01460935752539,47.34433242902609,1136800
2025-01-03,47.58677673339844,47.75164012223371,47.37342541822044,47.72254440691475,1084600
2025-01-06,47.780731201171875,48.1298501830199,47.703147561031614,47.83891893127707,1253900
2025-01-07,47.3734245300293,47.625567661310775,47.121285098139396,47.56737993115546,1077900
2025-01-08,47.87770462036133,47.964984361390606,47.41221390133566,47.53828546046492,914100
2025-01-10,47.85831069946289,48.19773357285115,47.67405510492061,48.08136181310821,1821400
2025-01-13,47.518890380859375,47.577078109025024,47.04369984931854,47.04369984931854,1601600
2025-01-14,47.85831069946289,47.88740641394229,47.52858763069828,47.54798354055403,1666700
2025-01-15,48.52745819091797,48.56625001186794,48.0231756167433,48.44017844347636,2206600
2025-01-16,49.2741813659668,49.2741813659668,48.7601990153458,48.79899083414577,1734600
2025-01-17,49.09962463378906,49.487531745364485,48.915365333853444,49.12871664982451,1531300
2025-01-21,49.93362808227539,50.04030003615767,49.45843754479898,49.671788851346534,1404100
2025-01-22,49.371158599853516,49.720277580073166,49.371158599853516,49.720277580073166,1170800
2025-01-23,49.85604476928711,50.02090815252983,49.5845094314656,49.60390534122307,1260300
2025-01-24,49.73967361450195,49.86574148037002,49.50692639397584,49.662089974529394,986900
2025-01-27,50.52518844604492,50.56398026666344,50.16637335380266,50.428212593890244,1588400
2025-01-28,50.38941955566406,50.42821137534522,50.02090836686768,50.06939629177336,1324000
2025-01-29,50.5833740234375,50.85490935742356,50.30213888501395,50.30213888501395,1523800
2025-01-30,51.07795715332031,51.388288008009575,50.85490974166202,51.04886513857099,1483300
2025-01-31,50.84521484375,51.39798533346041,50.84521484375,51.26221766221808,1101600
2025-02-03,49.74937057495117,49.92393006849839,49.15780825786243,49.448743213368886,1733000
2025-02-04,50.35062789916992,50.55428310346028,50.185768214077996,50.185768214077996,1021700
2025-02-05,50.63186264038086,50.72884218912559,50.07909216040623,50.311839378002055,1052400
2025-02-06,51.38828659057617,51.45617042271316,51.01007191230972,51.01007191230972,901700
2025-02-07,51.49496078491211,51.81498774983551,51.42707694981773,51.70831209486104,1391600
2025-02-10,52.231990814208984,52.59080590133243,52.13501126404618,52.4938300505612,1813100
2025-02-11,52.94961929321289,53.143574687937225,52.5423162937441,52.600504021978836,1937500
2025-02-12,53.41511535644531,53.6866506977418,52.96901682509764,53.007808645109016,1675800
2025-02-13,53.521785736083984,53.54118164551843,53.10478293172205,53.20176247889428,1955900
2025-02-14,53.42481231689453,53.60906791581049,53.25025282344084,53.35692848048383,1169800
2025-02-18,55.16070556640625,55.35466096356506,55.04433010847606,55.23828550563487,2857500
2025-02-19,55.238285064697266,55.354660521698484,54.80188634942135,55.11221720203315,2560700
2025-02-20,54.27821350097656,54.6564245010642,54.16183803987913,54.44307318844385,1727400
2025-02-21,54.3848876953125,54.99584220238812,54.326699966327986,54.71460706138356,2563500
2025-02-24,54.01637268066406,54.39458366967536,53.78362546467707,54.35579185044561,1540200
2025-02-25,56.0238037109375,56.072291635822054,55.30616984471487,56.014103906325666,5071800
2025-02-26,56.47959899902344,56.57657484991806,55.62619745346275,55.62619745346275,7056400
2025-02-27,56.43110656738281,56.66385378535051,56.13047921427263,56.43110656738281,6397900
2025-02-28,58.099117279052734,58.099117279052734,56.90629658401719,57.09055217614103,24038600
2025-03-03,58.50642395019531,59.56347327744999,58.128209262264726,58.93312286301531,3876500
2025-03-04,58.60340118408203,60.009573217817525,57.410580461495684,57.91486302459904,5269800
2025-03-05,59.7186393737793,59.86410314374676,58.72947020055656,59.1173772865279,3608000
2025-03-06,57.75,58.419145953009725,57.53665238690832,58.18639873035599,4235600
2025-03-07,58.040000915527344,58.09000015258789,56.939998626708984,57.849998474121094,3596500
2025-03-10,55.72999954223633,56.65999984741211,55.31999969482422,56.38999938964844,3847800
2025-03-11,55.47999954223633,55.790000915527344,54.709999084472656,55.5,3937400
2025-03-12,55.7400016784668,55.97999954223633,55.380001068115234,55.779998779296875,1917200
